X,Y,ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT
14.3507079851882,-12.4290771848664,,250-02,EN250,0,85.55,85.55,Bocoio,Balombo,Primary,BENGUELA,7.9,2,Paved,Good,287,Paved,
15.3139037896443,-12.2153625539103,,250-04,EN250,0,34.21,34.21,Luimbale,Alto Hama,Primary,HUAMBO,7.9,2,Paved,Good,287,Paved,
15.6773071205973,-12.1723632820364,,250-05,EN250,0,30.69,30.69,Alto Hama,Bailundo,Primary,HUAMBO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
16.2172785199184,-12.5398328202979,,250-07,EN250,0,17.93,17.93,Catchiungo,Chinguar,Primary,HUAMBO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
17.203867764875,-12.1737636545212,,250-09,EN250,0,47.38,47.38,Kuito,CATABOLA,Primary,BIE,7.9,2,Paved,Good,325,Paved,
17.3046446510864,-12.0847394320958,,250-10,EN250,0,25.94,25.94,CATABOLA,Camacupa,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.6612651586659,-11.9787140839374,,250-11,EN250,0,64.18,64.18,Camacupa,Chindumba,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
18.0468014648756,-12.0665434057626,,250-12,EN250,0,17.03,17.03,Chindumba,Cuemba,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
20.0178291544246,-11.7197886035121,,250-16,EN250,0,67.01,67.01,Luena,LÇua,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
20.6851042458238,-11.6102870212585,,250-17,EN250,0,38.01,38.01,LÇua,Lumege,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.370632586292,-12.8970174027761,,260-14,EN260,0,180.04,180.04,Mutumbo,Shingue,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
19.4138467082392,-13.5731076681989,,260-17,EN260,0,87.79,87.79,Samussango,Cangamba,Primary,MOXICO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
13.8715948263935,-13.0232904818819,,260-01,EN260,0,64.06,64.06,Catenque,Cubal,Primary,BENGUELA,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
14.2723533344631,-12.9932881621437,,260-02,EN260,0,49.81,49.81,Cubal,Ganda,Primary,BENGUELA,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
14.7612186731628,-12.9183343666395,,260-03,EN260,0,38.22,38.22,Ganda,Tchindjende,Primary,BENGUELA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
14.8693848193612,-12.8175048632721,,260-04,EN260,0,21.53,21.53,Tchindjende,Ucuma,Primary,HUAMBO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.1689147443319,-12.8653563817915,,260-05,EN260,0,23.14,23.14,Ucuma,Longonjo,Primary,HUAMBO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.943393581221,-12.8876135044179,,260-09,EN260,0,42.67,42.67,Cruzeiro,Sambo,Primary,HUAMBO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.3392255421582,-13.0158527511304,,260-10,EN260,0,44.42,44.42,Sambo,Chinhama,Primary,HUAMBO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.5427059806363,-13.076552349576,,260-11,EN260,0,37.51,37.51,Chinhama,Cachingue,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.8645101802978,-13.1022005377186,,260-12,EN260,0,52.97,52.97,Cachingue,Cativa,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.3099280804382,-13.133832940482,,260-13,EN260,0,25.64,25.64,Cativa,Mutumbo,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
18.9171331735672,-13.4405937284137,,260-16,EN260,0,28.74,28.74,TempuÇ,Samussango,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
13.364928020333,-15.0420718970175,,280-04,EN280,0,17.83,17.83,Leba,Humpata,Primary,HUILA,7.9,2,Paved,Good,2110,Paved,
13.4587065207723,-14.9599833586018,,280-05,EN280,0,21.04,21.04,Humpata,Lubango,Primary,HUILA,7.9,2,Paved,Good,2110,Paved,
13.2565896368507,-15.042072043415,,280-03,EN280,0,9.27,9.27,Tampa,Leba,Primary,NAMIBE,7.9,2,Paved,Good,2110,Paved,
15.7749141966874,-14.5156008866246,,280-10,EN280,0,66.3,66.3,Dongo,Cuvango,Primary,HUILA,7.9,2,Paved,Good,82,Paved,
16.3541386740338,-14.3824687238052,,280-11,EN280,0,29.42,29.42,Cuvango,Cutato,Primary,HUILA,7.9,2,Paved,Good,82,Paved,
16.6174295312548,-14.5195746964893,,280-12,EN280,0,57.71,57.71,Cutato,Cuchi,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,82,Track,
20.4015622640357,-15.7767611941965,,280-18,EN280,0,53.87,53.87,Mavinga,Samutango,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
12.5263383360155,-16.8242829431116,,295-01,EN295,0,29.08,29.08,Espinheira,Iona,Primary,NAMIBE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
12.7909936520057,-16.8326133310765,,295-02,EN295,0,24.03,24.03,Iona,Manaculama,Primary,NAMIBE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
12.8737714969931,-16.7412723580814,,295-03,EN295,0,38.92,38.92,Manaculama,Muimba,Primary,NAMIBE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
13.1307113767026,-16.6870396303573,,295-04,EN295,0,46.88,46.88,Muimba,Oncocua,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
14.394816570724,-17.2655747474439,,295-06,EN295,0,80.44,80.44,Chitado,Calueque,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
14.7066729601461,-17.1620863710198,,295-07,EN295,0,14.48,14.48,Calueque,Naulila,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.1447903847609,-16.6952514540692,,295-09,EN295,0,40.58,40.58,Xangongo,Mongua,Primary,CUNENE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
14.9693908691406,-16.687255859375,,110-27,EN110,0,7.74,7.74,HUMBE,XANGONGO,Primary,CUNENE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
18.7252196505371,-17.6994628152724,,295-15,EN295,0,132.31,132.31,Cuangar,Calai,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
20.3893162914122,-17.8995249855531,,295-16,EN295,0,119.54,119.54,Calai,Dirico,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
21.2335655845069,-17.978409638577,,295-17,EN295,0,5,5,Dirico,Mucusso,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
18.2394117620816,-17.181071652571,,295-14,EN295,0,116.35,116.35,Savate,Cuangar,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
23.2466012937356,-17.8016453817781,,295-18,EN295,0,285.32,285.32,Mucusso,Luiana (Faltou ?),Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
14.2966553971712,-7.97764941353144,,220-04,EN220,0,13.63,13.63,Gombe,Quixico,Primary,BENGO,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day
14.1567979552404,-8.01526618968966,,220-03,EN220,0,12.8,12.8,Nambuangongo,Gombe,Primary,BENGO,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day
12.5347735945972,-14.6658944439863,,100-26,EN100,0,100.51,100.51,BENTIABA,NAMIBE,Primary,NAMIBE,6,2,Paved,Good,173,Paved,
12.4027116610098,-14.0770769506229,,100-25,EN100,0,66.06,66.06,LUCIRA,BENTIABA,Primary,NAMIBE,6,2,Paved,Good,81,Paved,
13.9447844363563,-12.0074162680225,,100-19,EN100,0,6.49,6.49,CANJALA,BALABAIA,Primary,BENGUELA,7,2,Paved,Good,806,Paved,
13.9069938748239,-11.8235105317119,,100-18,EN100,0,29.71,29.71,RIO E VALE,CANJALA,Primary,BENGUELA,7,2,Paved,Good,806,Paved,
17.5591308271137,-8.25932262124896,,165-01,EN165,0,31.52,31.52,CATOLO,CATCHINGA,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.8205985222541,-8.51464305121022,,165-02,EN165,0,51.71,51.71,CATCHINGA,LUREMO,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.9225366129454,-9.29197740254781,,165-04,EN165,0,39.59,39.59,CUANGO,CRUZ (EN230),Primary,LUNDA NORTE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
15.88871945353,-17.0490342170365,,295-11,EN295,0,34.87,34.87,Ondjiva,Chiede,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
17.5101785231629,-16.9243066989215,,295-13,EN295,0,157.66,157.66,Jofima,Savate,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.247310389399,-17.0992715470053,,295-12,EN295,0,56.61,56.61,Chiede,Jofima,Primary,CUNENE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
19.0820159630865,-15.7613816724683,,160-42,EN160,0,149.01,149.01,CUITO CUANAVALE,NANCOVA,Primary,CUANDO CUBANGO,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
20.3431477274593,-17.8141854372783,,160-47,EN160,0,11.66,11.66,XAMAVERA,MUTERO,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
19.9343192983494,-17.4555943998811,,160-46,EN160,0,110.41,110.41,MAVENGUE,XAMAVERA,Primary,CUANDO CUBANGO,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
19.4250160804606,-17.0086548436444,,160-45,EN160,0,50.77,50.77,MAUE,MAVENGUE,Primary,CUANDO CUBANGO,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
19.0664250053567,-16.7262859935312,,160-44,EN160,0,43.75,43.75,RITO,MAUE,Primary,CUANDO CUBANGO,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
18.9607533001032,-16.4872253891945,,160-43,EN160,0,22.66,22.66,NANCOVA,RITO,Primary,CUANDO CUBANGO,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
13.0064112185218,-13.1515299773448,,100-23,EN100,0,53.79,53.79,DOMBE GRANDE,RIO CATARA,Primary,BENGUELA,6,2,Paved,Good,173,Paved,
14.4744145832005,-8.4624785470477,,120-12,EN120,0,19.45,19.45,PONTE DO SANGUE,QUIBAXE,Primary,CUANZA NORTE,8,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
16.0089863230385,-14.5504893619308,,120-34,EN120,0,23.38,23.38,COLUI,JAMBA,Primary,HUILA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.2012181478349,-14.8810813929526,,120-35,EN120,0,78.27,78.27,JAMBA,CASSINGA,Primary,HUILA,6,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
16.3755575482315,-11.4751333320957,,140-22,EN140,0,14.13,14.13,CUTATO,BUANGA,Primary,BIE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.
18.5218114116652,-12.081781871503,,160-30,EN160,0,14.55,14.55,ICIENGO,MUNHANGO,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
12.079681373673,-5.36065675300703,,202-01,EN202,0,10.66,10.66,MALEMBO(CLOSE),SASSAZAU,Primary,CABINDA,7.9,2,Paved,Good,200,Paved,
15.1069030761719,-6.03219604492188,,210-10,EN210,0,22.21,22.21,MAQUELA DO ZOMBO,BEU (CLOSE TO THE BORDER),Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.2630004863273,-6.042694117997,,210-11,EN210,0,38.2,38.2,BEU (CLOSE TO THE BORDER),SAMBA,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.3735961914062,-6.1929931640625,,210-12,EN210,0,15.88,15.88,SAMBA,BEU,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.4982909519724,-6.18994158226887,,210-13,EN210,0,17.46,17.46,BEU,BANZA VOGO,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
14.8107215986194,-8.68962450991779,,225-07,EN225,0,14.97,14.97,Buta Atumba,Quiambata,Primary,CUANZA NORTE,5.5,2,Unpaved,Poor,20,Track,2 assumptions made: Based on map information road is a track and traffic assumed a maximum of 20 cars/day
20.269096411897,-11.19542210896,,240-18,EN240,0,9.43,9.43,Dala,Chimbila,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.
15.9072367237272,-13.8925745561993,,120-30,EN120,0,29.28,29.28,CHIPINDO,CHICUNHO,Primary,HUILA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place CHICUNHO)
17.4403705629847,-15.6846705411838,,140-35,EN140,0,7.12,7.12,CAIUNDO,CABINDELE,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,407,Track,
16.4691942732663,-7.64672445809245,,160-08,EN160,0,12.87,12.87,QUIMESSE,QUIPANGE,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,"Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find the place ""QUIPANGE"")"
19.0805062098514,-14.0390815068963,,160-36,EN160,0,65.06,65.06,CAMEIA,VUNGA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place VUNGA)
18.9573789924556,-14.3171106692503,,160-37,EN160,0,11.58,11.58,VUNGA,RIO KUITO,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place VUNGA)
18.8700396604578,-14.3862632022523,,160-38,EN160,0,6.76,6.76,RIO KUITO,XISSENDE,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place XISSENDE)
17.2985226265216,-10.7057569499129,,240-09,EN240,0,26.32,26.32,Quissonde,Chiminha,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place Chiminha)
